AddressId,Name,Surname,Company,Street,City,County,Postcode,Phone,Email
8918404d-570f-4fd0-9bc7-2698c6cfd8e3,Desire,Barresi,Greater Cinc Schl Empl Crdt Un,428 Kearsley St,Hatton,Warwickshire,CV35 7UA,01819-701096,desire@gmail.com
cd527108-082b-45e4-a787-172251a3e835,Rosalind,Stamps,"Haar, Allen F",8 Chestnut St,Barrowford,Lancashire,BB9 6EW,01918-999052,rosalind.stamps@stamps.co.uk
f4baf2c2-4225-4e9a-a5a1-528e4e03dcdf,Vernell,Connley,Harmons,998 Roe St #6,Bellingham,Northumberland,NE48 2BX,01954-363885,vernell@hotmail.com
74a998d4-4c2c-4a2a-bab8-73876c60f946,Micheline,Mathieson,Mail Boxes Etc,3 Copenhagen Rd,George St,Aberdeenshire,AB25 3UZ,01857-518738,micheline.mathieson@yahoo.com
86d57338-861c-4b9b-8028-12981b2c3ee4,Nathan,Outhouse,Grt Amercn Fed Svngs & Ln Assn,293 Vivian St,South Jesmond Ward,Tyne and Wear,NE2 1EY,01555-702650,nathan.outhouse@gmail.com
9db05d87-b8dd-4c77-87f0-a61d2bb83140,Allene,Burau,Allied Plastics,8 Barlow St #6,Barlow,Derbyshire,S18 7TH,01731-825958,allene.burau@hotmail.com
e75af1ec-187f-4d0a-9ac8-efc5b9269652,Julie,Sakshaug,Newton Clerk,5 Shakspeare St #66,St. Johns Ward,Hereford and Worcester,B61 8HD,01225-180983,julie@gmail.com
1b3355f8-a7a1-473b-879e-6428deeea9b9,Francisca,Shuhi,"Thompson, Chesney Md",7 Carolina St,Bodmin,Cornwall,PL31 1QF,01345-878334,fshuhi@shuhi.co.uk
2fec4682-6a7b-48a1-a790-d326db0e72c1,Marisha,Wilcoxon,Young Door Company,52 Trowbridge St,Knightsbridge and Belgravia Wa,Greater London,SW1X 9HB,01257-461104,marisha.wilcoxon@gmail.com
850cdae9-cdce-4671-86be-7bd303026df7,Telma,Maraia,Reliable Yard Service,25 Village St,Elgin City South Ward,Moray,IV30 1SB,01500-649863,telma@maraia.co.uk
3c4650db-d948-4076-824c-a29af3e6302b,Luke,Crete,M D & W Railway,4 Peach St #5112,Halstead,Kent,TN14 7EF,01375-820236,luke.crete@crete.co.uk
25d167e7-dbf6-4a88-8083-caff5aed3b0a,Hubert,Mias,Chuckmaster Co,3614 Old Hall St #604,Fawley,Hampshire,SO45 2PT,01408-965643,hubert.mias@gmail.com
e4cb725f-61f0-4704-b45a-f6f46672fead,Janella,Altobell,"Shannon, Paul V Esq",3768 Hey Green Rd,Hartshill,Warwickshire,CV10 0TH,01746-505364,jaltobell@hotmail.com
4a69be08-d519-49d5-a9d9-a14d5fb6290a,Angelo,Lavista,Computemp,97 Newlands St,Kensington and Fairfield Ward,Merseyside,L6 9DU,01544-247601,angelo.lavista@gmail.com
e0fcac64-00a8-456e-a9a9-cb8d8a90842b,Tran,Mandiola,N Rockland Educl Fed Crdt Un,6226 Maitland St,West Bromwich Central Ward,West Midlands,B70 6DR,01609-235350,tran.mandiola@hotmail.com
3079e45b-dd45-4194-962c-daf145b952af,Reynalda,Vanhooser,A All In One Construction,891 Crocus St,Rowley Ward,West Midlands,B65 8EZ,01951-872658,reynalda@vanhooser.co.uk
8da62b7a-02d9-41ea-83c4-d79ec34228ec,Salley,Rieger,Barnett Industries Inc,1 Segrave St,Sutton Trinity Ward,West Midlands,B75 6HJ,01858-162078,salley.rieger@gmail.com
b0d36802-da3b-4d90-8e87-300f6186d3cb,Cheryll,Yurich,Blaineco Structural Movers,666 Moor Place,Shepway South Ward,Kent,ME15 8ST,01780-380120,cheryll_yurich@yurich.co.uk
ca5edc51-b1e2-44cb-ac70-1fdda3397d22,Crista,Viengxay,Green Point Savings Bank,1554 Christopher St,Everton Ward,Merseyside,L6 1BG,01976-784016,crista@yahoo.com
033e1a2f-f61d-459a-9aae-6d69d3fdb8b4,Lino,Sutulovich,Sherpa Corp,55 Margaret Rd,Heaton Ward,"Yorkshire, West",BD9 4DA,01316-590173,lino.sutulovich@gmail.com
294b9d93-baf6-480f-9b5b-a3a9ab218fba,Galen,Wendorf,"Russell, Amelia Mosley Esq",8830 Antonio St,Gillingham North Ward,Kent,ME7 1DZ,01220-653456,galen.wendorf@wendorf.co.uk
3fdf0c3f-53dc-48d9-84bd-18ac9c685af9,Gilbert,Langarica,Inter American Press Assn,82 Sinclair St,Bangor Community,Gwynedd,LL57 1DW,01455-565046,gilbert.langarica@gmail.com
928cd75d-6806-4b58-8a02-ec5d4129922f,Whitney,Goossen,Eagle Newspapers,7568 Atlas St,Butterwick,Lincolnshire,PE22 0HY,01255-383731,whitney.goossen@hotmail.com
3639795b-0a68-451d-bccf-244adf26cc61,Socorro,Abrahams,Martin Morrissey,93 Clyde Rd #9,Deepdale Ward,Lancashire,PR1 6TN,01311-567052,socorro_abrahams@abrahams.co.uk
ad290feb-caef-4035-b4a0-a7df2c0c8642,Mauricio,Flam,"Callender, William C Esq",18 Nimrod St,Walney North Ward,Cumbria,LA14 3SJ,01640-813748,mflam@gmail.com
90dd628f-ee72-4ce7-83f3-aac1d6857581,Phillip,Aloi,"Duffield, Michael C",6 Cannock St,Scarcroft,West Yorkshire,LS14 3BW,01490-898175,paloi@hotmail.com
6b850761-4431-46f1-8104-f328b0c13635,Gilberto,Erixon,Advanced Data Systems,2258 Benedict St,Penryn,Cornwall,TR10 8RP,01582-161403,gerixon@gmail.com
4013b123-2a80-4a3f-8cca-fdfd112600df,Thad,Puskarich,"Drubner, Norman S Esq",9302 Ismay St #6,Tenterden,Kent,TN30 6JP,01506-152661,thad_puskarich@puskarich.co.uk
d8262d17-bd3c-4b01-add8-6bb76ba06fbc,Bambi,Favaron,Desktop Center,3347 Lawrence Rd #456,Haverstock Ward,Greater London,NW5 4EU,01676-354943,bambi.favaron@yahoo.com
d80c158a-8f3e-4649-9416-efeab080f329,Marshall,Kozikowski,Viking Lodge,47 Elwy St,Kilpatrick Ward,West Dunbart,G81 6RT,01913-454226,marshall@hotmail.com
f0e783a2-aecd-4dbf-99b1-a9b5aeeb18b5,Chery,Wiederin,"Rosenkrance, Brent",553 Picton Rd,Astley Mosley Common Ward,Greater Manchester,M29 7AA,01274-659801,cwiederin@yahoo.com
22ecf91c-2d27-449c-947b-c8c107a18087,Eileen,Montecalvo,Holiday House Apts,9986 Cantsfield St,St. Peters Ward,Tyne and Wear,SR6 9SD,01904-227024,eileen@yahoo.com
41254c52-3e5c-4dfa-8f9c-b08e48d31222,Melita,Szpak,Or Draymen & Warehousemans,1 Sussex St,Cyfarthfa Community,Merthyr Tydfil,CF48 1AR,01431-484822,melita.szpak@szpak.co.uk
f29dc9cd-96bf-48df-b7f2-85921ec9cc88,Ashley,Jessie,"Haney, Tom C Md",9548 Ogwen St #84,Baguley Ward,Greater Manchester,M23 9GB,01740-739731,ashley_jessie@jessie.co.uk
d2a13a6b-6da5-48d2-9332-1c96aa4e0245,Laila,Fend,Burlington Co Library,57 St Georges Hill,Crawcrook and Greenside Ward,Tyne and Wear,NE40 4LJ,01550-206220,lfend@gmail.com
eb9d3ad5-1e19-429f-9d12-b72bcc9566e1,Bobbie,Guillereault,Geneva Woods Professional Ctr,385 Upper Hampton St #39,Southey Ward,South Yorkshire,S5 8LL,01496-781616,bguillereault@gmail.com
5888eb46-81c1-4add-9512-15679aca9ebd,Dana,Paluszynski,Chile Pepper Magazine,6378 Lyell St #48,Trossachs and Teith Ward,Stirling,FK21 8TJ,01847-224345,dpaluszynski@paluszynski.co.uk
42bf9da9-242c-4fbd-b178-60ff9520db94,Freida,Newyear,"Flash, Elena Salerno Esq",675 Falstaff St #170,Chapel-en-le-Frith,Derbyshire,SK23 0QG,01773-691786,freida_newyear@yahoo.com
ca254bfb-5f52-4c76-82b2-37d97c955aa4,Val,Cellucci,Owensboro Brick & Tile,87 Pelops St,Kings Norton Ward,West Midlands,B38 8PL,01387-155607,vcellucci@yahoo.com
82257da1-ade0-4442-864b-7c4599fe55b5,Horace,Knapp,Mouw & Celello Pc,5 Eyes St,Mid and Upper Nithsdale Ward,Dumfries and Galloway,DG4 6LF,01924-556297,horace.knapp@yahoo.com
dbf241df-1259-421e-9e47-389427af724a,Joana,Reinecke,Visiting Nur Assn Ctrl Jersey,2427 Olney St #7,Amersham,Buckinghamshire,HP6 6JH,01320-402522,jreinecke@reinecke.co.uk
afc8d53e-4e32-4dec-a7e4-120eff1e5f0e,Tiara,Schlichter,C C Industries,805 Westbank Rd,North Heywood Ward,Greater Manchester,OL10 2DU,01270-562265,tiara_schlichter@schlichter.co.uk
3cf76ec0-22d6-4ae1-8086-cad03f162767,Dacia,Swaisgood,Nelson & Paulson Chartered,36 Cranmer St #4697,Little Hereford,Shropshire,SY8 4LE,01984-926059,dacia.swaisgood@swaisgood.co.uk
1096d366-8773-45ab-be48-a4ab36cd956a,Myong,Babineaux,Capital Thrpy & Spts Medcn Inc,2 Kirkdale Rd,Canning Town North Ward,Greater London,E16 4NF,01897-419567,mbabineaux@babineaux.co.uk
0114b2b7-6e32-4a39-bf63-eef848e3c363,Gene,Bleile,Sun Toledo Refinery Co,4687 Atherton St,Springfield Ward,West Midlands,B11 4HB,01257-354396,gene_bleile@bleile.co.uk
e2652c5e-cf86-45b7-a0b3-58a0205f5dec,Kanisha,Difiora,"Mata, Mario A Esq",513 Bailey St,Bontnewydd Community,Gwynedd,LL54 7UP,01770-697837,kanisha@gmail.com
90c030f7-3bbe-4442-b46d-eca75f96b573,Ayesha,Moeder,Meredith Paving Corp,620 Old Leeds St,Sheviock,Cornwall,PL11 3DF,01284-871485,ayesha@gmail.com
73c7ce35-57cd-4dd2-8cd6-162a770e3615,Lanie,Smalarz,Philosophical Rsrch Scty Bkstr,5149 Maria Rd,Peterlee,County Durham,SR8 5RL,01218-415062,lanie.smalarz@yahoo.com
de9f57b1-495c-4e28-96b6-e613654c7629,Jaleesa,Polintan,New Jersey Tanning Co Inc,8 Taylor St,Shrub End Ward,Essex,CO2 9LW,01507-519053,jpolintan@polintan.co.uk
1d699f9e-bda3-4e89-9a8f-3464a799713e,Tamekia,Flotow,All County Inc,588 Venmore St,Twickenham Riverside Ward,Greater London,TW1 2QH,01794-317624,tamekia.flotow@hotmail.com
482c7bfb-3da2-4282-8c2f-fd606f9f0eac,Ula,Otey,Mail Boxes Etc,1 Newby St,Coleshill,Warwickshire,B46 3LZ,01291-565542,ula@hotmail.com
23f6c332-ca26-44fd-b17c-7fdddc1c0056,Rosendo,Ratel,Elmark Graphics Inc,5588 Lake St #903,Crystal Palace Ward,Greater London,SE19 2TJ,01404-343160,rratel@yahoo.com
1a1386e2-b27c-4a57-ab91-8e1cf4710b27,Timmy,Lintner,Interdependence Associates Inc,9112 Hardwick St,Bowes,County Durham,DL12 9JB,01651-232745,tlintner@hotmail.com
403b9234-885a-455a-8f35-fedaf46df1d5,Zita,Speltz,Mmm Design Group,2395 Gloucester Pl,Halliwell Ward,Greater Manchester,BL1 6DS,01368-497445,zita_speltz@yahoo.com
3027e0bb-0bb9-4548-8b54-3d4f1901551b,Aleisha,Lemm,Pathe Cmptr Cntrl Systems Corp,341 Birchfield St,Wareham St. Martin,Dorset,BH16 6JJ,01341-997268,aleisha.lemm@gmail.com
860ff564-2cbb-4a8f-93cf-1c4ff0a5c0dd,Naomi,Lavezzo,Torrefazione Italia Inc,9854 Ranelagh Place,Finedon,Northamptonshire,NN9 5EN,01469-888112,naomi.lavezzo@yahoo.com
bd309ad9-e797-4469-bf0e-ac0bdcad1a27,Aretha,Bowling,"Sawyer, Robert M Esq",8 Nova Scotia,Caerphilly Community,Caerphilly,CF83 3AF,01816-462521,aretha@hotmail.com
b758f33a-42f4-4050-81f0-a818c67ed7e3,Mila,Figuera,U S Sapporo A Inc,72 Lime Place,Old Newton with Dagworth,Suffolk,IP14 4HG,01300-650262,mila_figuera@yahoo.com
6ecc6fc8-540b-4d2c-b19a-463f21fcd542,Orville,Zuehl,"Teti, Louis N Esq",907 Denman St,Crowle and Ealand,North Lincolnshire,DN17 4EN,01998-694754,orville_zuehl@zuehl.co.uk
32b3d758-b59a-4309-be90-6f1dade92e36,Gabriele,Geschke,Levy Security Consultants Ltd,5 Garfield St #9,Milton Regis Ward,Kent,ME10 2EJ,01404-425588,gabriele@geschke.co.uk
3520e87e-6c5d-4484-ba28-2ee0b2fbabc2,Kara,Jaquish,El Adobe Inn,345 Feltwell Rd,St. Michaels and Wicksteed War,Northamptonshire,NN15 6BB,01691-316298,kara@yahoo.com
48cd78a9-a753-4d2c-a218-d4f9c00deeae,Kenny,Lin,Mcmahan Mcmahan & Brinkley,1 Towson St,Howe of Fife and Tay Coast War,Fife,KY14 6AH,01753-900033,kenny@lin.co.uk
da1092b0-484d-4a09-8055-b2cf5a48cc4a,Vashti,Sugai,Accurate Engraving Co,4 Candia St #6,Shipston on Stour,Warwickshire,CV36 4HE,01311-723137,vashti@gmail.com
26a262c4-8cf6-4c0b-b393-b47ee749ad25,Jordan,Handsaker,Shirleys Print Shoppe,2 Cherry Lane,Strood South Ward,Kent,ME2 2NJ,01793-443665,jordan_handsaker@gmail.com
aa46252d-c047-4e73-ae62-f41fa78835be,Carisa,Degenhardt,Schwend Signs,7 Britannia Ave #875,Newton-with-Clifton,Lancashire,PR4 3RQ,01911-775929,carisa.degenhardt@degenhardt.co.uk
100d86c4-3444-47a1-b6c1-2b5bc6033c05,Audrie,Danaher,K C Products Co,63 Brunswick Sq,Llanelli Rural Community,Carmarthenshire,SA15 5YN,01344-670413,adanaher@yahoo.com
495484b2-2baf-4e4b-ab74-ff52edae67d8,Shaunna,Rodamis,Engelbrecht Ackerman & Hassman,5 Gainsborough Rd,Newington Ward,Greater London,SE1 6EH,01658-509610,shaunna.rodamis@yahoo.com
901b456c-1fe6-465c-be62-157cd0128324,Coleen,Langer,Valley Prodn Ctr For Vid & Aud,745 Goodall St #9309,Much Wenlock,Shropshire,TF13 6HB,01956-525612,coleen.langer@hotmail.com
5984f957-7cdd-45a4-9230-94d140a20c5b,Katie,Choinski,Coastal Technologies,1267 Alderson Rd,Churchdown,Gloucestershire,GL3 2BA,01606-772920,katie@choinski.co.uk
e7e5b6af-0c58-4015-a523-c4d414ed63cc,Dannie,Brau,Goodfellow Agency,2 Gay St #3702,Werrington South Ward,Cambridgeshire,PE7 2QA,01675-779811,dbrau@brau.co.uk
6fbb3a11-c2aa-4331-beac-8f0a9db10d97,Ashanti,Donn,Denticator,3409 Benns Gardens,Hollington Ward,East Sussex,TN38 9NE,01352-599278,adonn@yahoo.com
deb2e0e3-90ca-4117-961b-3431b8fa56f4,Madalyn,Dubberly,L & M Industrial Chemicals Inc,1 Lower Burlington St,Northfleet South Ward,Kent,DA11 8RN,01974-720949,madalyn.dubberly@gmail.com
24f2db2f-0bf5-467c-a231-16c591640105,Santos,Signore,"Gallagher, John J Esq",4706 Chapel Place #5993,Steyning,West Sussex,BN44 3DF,01614-431131,santos@gmail.com
c15bd714-139a-4ee4-8a79-5760cd367752,Alyce,Flamino,"Sadowski, Jeffrey A",4 Mather St,Holbrook Ward,West Midlands,CV6 4BN,01361-927368,alyce@yahoo.com
fea6964e-6742-4368-b74c-cce1152cc979,Pearly,Ero,Rug Gallery,9960 Gilroy Rd,Woodhouse Ward,Greater London,N12 9JT,01329-374051,pero@hotmail.com
f3ecede8-876d-499c-b66f-0462c8b10024,Cherrie,Nitschke,"Watson, Richard I Md",3 Burnall St,Keighley,West Yorkshire,BD20 6DA,01373-498883,cherrie_nitschke@yahoo.com
e8d142ec-eb4e-4e0c-939a-e031564e1a12,Maia,Shadd,Pigeon Falls State Bank,8 Bigham Rd,Deal,Kent,CT14 9QJ,01950-708083,maia_shadd@gmail.com
71f43e02-32c6-4fca-801e-1020e1e7c7e3,Edwin,Logghe,Joseph Victor & Son Inc,950 Gordon St,Heanor and Loscoe,Derbyshire,DE75 7FZ,01366-667615,edwin_logghe@hotmail.com
bd981219-0906-4ff5-be97-b759a1a59820,Leigha,Semenza,Unique Epoxy,784 Juno St #7653,North Horsham,West Sussex,RH12 4GW,01406-216625,lsemenza@yahoo.com
1b041f28-f882-4323-8745-8506e93468a7,Walker,Seeger,Jim Dunnam Builder Inc,69 Chantrey St #90,Hickling,Norfolk,NR12 0YB,01245-616596,walker.seeger@yahoo.com
5375f51e-048c-4a6b-8bcb-90910b7ac4bb,Nakita,Rodrigues,Richard Mulholland Prop Inc,4 Northbrook St #600,Edmonton Green Ward,Greater London,N18 2NF,01679-150583,nakita_rodrigues@gmail.com
6a047b4e-ef32-44d9-8834-c277f8b37b45,Kattie,Ozane,"Page, Patricia A Esq",526 Liffey St #759,Westbury,Wiltshire,BA13 3QU,01322-491007,kozane@gmail.com
52ed353b-e1fa-4ec1-92dc-fd05a5c56090,Lamar,Suite,T J Boyle & Associates,6301 Dorset Rd,Harefield Ward,Greater London,UB9 6LF,01716-613102,lsuite@yahoo.com
3d8184c5-a34f-4d1d-a46d-980bc626dbd9,Juliana,Uken,Charles S Cavadini Cic,4 Summer Seat Bootle,Moulsecoomb and Bevendean Ward,Brighton and Hove,BN2 4TL,01962-844141,juliana.uken@yahoo.com
5dc2ad44-d823-4c22-a84d-5a467dcc255b,Chan,Loftin,Hydrick Law Offices,84 Walton Village,Horfield Ward,Bristol,BS7 0AX,01507-583669,chan@gmail.com
344941f1-0f7d-464d-a678-68da55497a52,Delpha,Detamore,Bilar Tool & Die Inc,8 Tagus St #9814,Cleator Moor,Cumbria,CA25 5EF,01322-480025,delpha.detamore@yahoo.com
97d81928-74e2-41a1-9d35-ea35c2b71ab5,Floyd,Tivis,Sheplers Western Wear,770 Jamaica St,Penmaenmawr Community,Conwy,LL34 6BH,01882-970809,floyd_tivis@hotmail.com
5fe65475-d14a-406f-b614-110fcf58659f,Chantell,Besong,"Kelly, Mark C",11 Tetlow St,Parsons Green and Walham Ward,Greater London,SW6 4QP,01607-329400,chantell_besong@gmail.com
be86dfdc-89f8-4e8d-bb88-a0dc577e16b8,Martin,Fonua,Aviation Insurance Inc,7642 Ledward St,Cressington Ward,Merseyside,L19 0LN,01919-185409,mfonua@yahoo.com
bad72172-a7c3-43fa-b6fd-ecb05468a089,Hyun,Erdman,"Hall, Ronald A",1432 Rutland Ave,Uckfield,East Sussex,TN22 9EF,01594-744010,hyun@gmail.com
6bcd6708-9c3d-412d-be73-bbc8508e246e,Nada,Arey,Advanced Engineering Assocs,22 Harewood St #95,Acton Trussell and Bednall,Staffordshire,ST17 0RU,01576-627827,nada@hotmail.com
a7458113-7d36-4e9b-9e25-75876305bf21,Elizabeth,Pata,"Hirsch, Henry L Esq",645 Lister Drive,Denwick,Northumberland,NE66 2LQ,01634-662999,elizabeth@gmail.com
88ea7495-3d00-420d-9590-fd226fd7e182,Dominic,Washmuth,"Bremer, Duncan S Esq",8977 Old Leeds St #87,Beaminster,Dorset,DT8 3DR,01725-615270,dwashmuth@hotmail.com
2542e6d6-fc77-4c1e-af0a-0acbfc08d504,Alise,Packebush,Wnc Forklift Inc,22 Delamore St,Hereford,Hereford and Worcester,HR1 2EA,01266-695304,alise.packebush@gmail.com
fdbf7120-89d4-4b18-a4bc-42498c336a69,Flo,Bardsley,"Hancock, John J Esq",35 Walton Lane,Loughborough Ashby Ward,Leicestershire,LE11 4PF,01983-847833,flo.bardsley@hotmail.com
0110996e-c12c-41b4-9b98-9018966da1c7,Bonita,Sandblom,Transbay Steel Corp,22 Kilshaw St,Wimbledon Park Ward,Greater London,SW19 7DT,01989-617161,bsandblom@gmail.com
f206bdd7-cad1-4054-acc9-3fa7309e63c0,Royal,Rush,"Severt, Todd D Esq",1 Argyle St,Hyde Werneth Ward,Greater Manchester,SK14 5AR,01934-427282,royal.rush@yahoo.com
e6cb59b7-9629-4bd7-8fe9-4fc759710eb9,Erasmo,Talentino,Active Air Systems,3 Garden Lane,Darton West Ward,South Yorkshire,S75 5JY,01492-454455,erasmo.talentino@hotmail.com
a6ba7593-4209-4883-b29d-12cce75e6f88,Mari,Smeby,A B E Doors & Windows,4309 Chisenhale St,Rock,Hereford and Worcester,DY14 9XQ,01423-202676,msmeby@gmail.com
1e7b401a-9659-4f5e-9807-1eaa56ab0cf7,Eleonora,Ventry,"Jackson, Donald M Esq",758 Woodhouse St,Soho Ward,West Midlands,B21 0UE,01966-685595,eleonora@gmail.com
5ed3997f-cbf8-48d2-a015-306adf6b59f5,Therese,Shiraki,Wuhf Fox 31,18 Ouse St,Oakridge and Castlefield Ward,Buckinghamshire,HP11 2PJ,01611-691262,tshiraki@gmail.com
9cda1ae0-f102-41a7-8683-f157545765da,Rodolfo,Scavuzzo,Gulf Atlantic Equipment Co Inc,5 Ruskin St,Irvine East Ward,North Ayrshire,KA11 2BP,01576-536794,rodolfo_scavuzzo@yahoo.com
4156476b-c18e-4f5c-978b-91664607c4b5,Cruz,Fanelli,"Graham, John A Esq",4565 Blackstock St,Springfields and Trent Vale Wa,Stoke-on-Trent,ST4 5BW,01710-616480,cruz@hotmail.com
629af849-e90c-4b28-9961-ebbe6ba0e563,Arlyne,Dellinger,"Holzgrafe, Roger E Esq",8361 Cottenham St,Fawley,Hampshire,SO45 1QQ,01907-958462,arlyne.dellinger@yahoo.com
100bc34f-1a57-4788-a33f-e23422070374,Edward,Strejan,Kaysers Nutrition Center,1267 Audley St,Ise Lodge Ward,Northamptonshire,NN15 5DB,01242-422459,edward_strejan@gmail.com
ec6e90f3-b287-416e-92d2-1c1a5ad57c7d,Christoper,Sheneman,"Jones, Brigham P Esq",845 Atherton St,Tatsfield,Kent,TN16 2AR,01455-958797,christoper@gmail.com
4b3f4ed4-ed5a-40d5-a7bc-ce5752996dcd,Melda,Colamarino,Proctor & Associates Co,150 Margaret Rd,Kings Hill,Kent,ME19 4DT,01879-572287,melda.colamarino@colamarino.co.uk
fe76a904-de58-4144-80b3-0095581f513c,Margot,Peay,"Bork, Terry D Esq",9923 Dinorben St #4838,Childs Hill Ward,Greater London,NW11 8DY,01925-895879,margot.peay@yahoo.com
b462b138-91b6-4ca1-ab66-17a6a48b65e8,Gerald,Drozdenko,Diamond Cbnts Div Wht Cons Ind,186 Craven St #68,Little Ness,Shropshire,SY4 2JX,01593-647422,gdrozdenko@yahoo.com
5b0da11f-6e78-4d76-ac2f-a1241c379da0,Tomoko,Renno,Trico Prods Corp,5160 High St #38,Goldsmid Ward,Brighton and Hove,BN3 6EA,01731-573285,tomoko@renno.co.uk
7a3ba0ad-e4d7-4df2-83cf-b003c93dbe65,Mendy,Wassmann,"Ruello, Joseph F",3833 Sidney Rd,Cherryfield Ward,Merseyside,L32 3XS,01378-845450,mendy.wassmann@wassmann.co.uk
4fcc8da4-ec3f-473f-b5e5-7ff8a034f01f,Daryl,Hilcher,Petaluma Area Chamber Commrce,6267 Greenland St,Wakefield East Ward,West Yorkshire,WF1 4LW,01391-238570,dhilcher@hotmail.com
f15757fa-dfce-4be8-b7c6-1ab0a18b41d2,Ty,Feeback,Barnett Travel,14 Landseer Rd,Nith Ward,Dumfries and Galloway,DG1 9SY,01964-503521,tfeeback@gmail.com
0d5854d6-5b99-4abe-afdf-85be85d81066,King,Vanacore,Sdse Public Tv,30 Seville St,Meads Ward,East Sussex,BN20 7QU,01908-714833,king_vanacore@yahoo.com
4f3ec666-5235-4171-82f7-7fbb2a7c4a45,Isidra,Varnado,Howland Machine Corp,79 Chelmsford St,Holywell Community,Flintshire,CH8 7UP,01600-982590,ivarnado@varnado.co.uk
934350f8-b08c-4725-9053-eed0283dbc45,Tonja,Driesenga,First Ozaukee Savings Bank,8 South John St,Lamport,Northamptonshire,NN6 9XW,01683-204727,tdriesenga@driesenga.co.uk
27c378f0-d4f7-4b98-8e31-eb4c970bec08,Shaquana,Featherston,General Truck Part & Equipment,50 Townsend St,Chadderton Central Ward,Greater Manchester,OL9 0NS,01641-726098,shaquana@hotmail.com
46b6af92-e9f3-4ffc-83f7-e7f861c6d42a,Gilberto,Feagins,"Finlay, Joseph B Jr",7643 Campbell St,Penge and Cator Ward,Greater London,BR3 1LT,01304-758732,gfeagins@gmail.com
f4835d23-0dc9-47d4-ab3b-fb71b1baccc9,Rex,Faehnle,"Hering, Glenn Z Esq",371 Oakleigh,Warminster,Wiltshire,BA12 8NR,01955-496773,rfaehnle@faehnle.co.uk
9aa8e439-7aeb-4b0f-80e4-926da06292d1,Adolph,Cunningham,"Moorhead, Bridget Klein Esq",9874 Oakfield Rd,Redhill Ward,Tyne and Wear,SR5 5PT,01731-429712,adolph_cunningham@hotmail.com
cb4355a5-5660-4f46-82d8-12a3e60c7b92,Queen,Leader,Ottumwa Glass Co,6 Princes St,East Kilbride West Ward,South Lanarkshire,G75 8YR,01567-846944,queen_leader@gmail.com
be6d52e1-7d73-48ad-a50b-771a1b078002,Rebbecca,Rufenacht,Ithaca Guitar Works Inc,4190 Seacombe St,Tiffield,Northamptonshire,NN12 8AA,01583-168158,rrufenacht@yahoo.com
09154964-a7ed-4a94-aeff-8766a5832438,Ardella,Goldrup,Bedford Books St Martins Prs,3145 Rhyl St,Londesborough,E Riding of Yorkshire,YO43 3QE,01813-786468,ardella.goldrup@goldrup.co.uk
ab2e94e0-a91d-44a8-98a8-7f6c275c7fcf,Dallas,Miyashiro,Em Building Products Inc,4919 Lime Grove,Whitchurch Urban,Cheshire,SY13 4HB,01356-551432,dallas_miyashiro@miyashiro.co.uk
70977dc7-80ca-4ef1-8ef3-ef1eeda1c195,Vivan,Jenious,Mnpls Arprt Marriott,8 Carolina St,Northgate Ward,West Sussex,RH10 8EZ,01907-573672,vjenious@yahoo.com
0e61d61a-66c4-42b1-b3cf-9870fe61b8ae,Han,Dzledzic,Captain Copy,1592 Price St,Ponteland,Northumberland,NE20 9TF,01532-163009,han_dzledzic@hotmail.com
b56e3763-1371-4f21-a0fd-dc89d1bf7833,Emilio,Guitierrez,Register Printing Co,2 Weller St,Appleton Wiske,North Yorkshire,DL6 2AS,01845-679016,emilio_guitierrez@guitierrez.co.uk
be6a2b70-0428-490f-9fc8-6c86a6ed2865,Latia,Cos,Capitol Cadillac Company,18 Thomas St,Barnham,West Sussex,PO22 0JT,01695-303367,lcos@yahoo.com
8b2d592b-f1f8-4daf-a0b5-f45d5126f8de,Lilli,Cureau,A 1 Plumbers Supply,42 Hey Green Rd,Deepdale Ward,Lancashire,PR1 6TL,01752-399931,lilli@yahoo.com
b8100ec9-7ead-4472-b1e7-fcbe423242e8,Maryanne,Siske,"Levering, Charles B Esq",256 Vesuvius St #159,Stutton with Hazlewood,North Yorkshire,LS24 9UA,01455-447890,maryanne@hotmail.com
e62ef3d9-b5a8-4d99-9877-7be09e3b6f3f,Eliz,Strimple,Karl May General Contractor,82 Denison St #2642,Holyrood Ward,Greater Manchester,M25 1JB,01699-467608,eliz@gmail.com
06e0e273-3d9b-4c36-b881-5da96f3b55a7,Laura,Gumaer,C Leasing Company,1779 Bird St,East Sheen Ward,Greater London,SW14 8JZ,01821-208235,laura_gumaer@gmail.com
d85661d8-66b1-4416-aefd-74c64121ea31,Leanora,Respicio,Fire Protection Consultants,99 College St South #1,Byker Ward,Tyne and Wear,NE6 2RX,01564-503370,lrespicio@respicio.co.uk
ecb158f6-1706-449e-8c7e-a74310900630,Sherell,Pomarico,Kxlt Radio (k 108 Fm),29 Greenleaf St,Llangristiolus Community,Isle of Anglesey,LL62 5HD,01523-372834,spomarico@hotmail.com
c9136f2b-44dc-45e6-be12-41e1f74e842c,Charlie,Isita,"Sotorrio, Rene A Esq",39 Hooton Place,"Neilston, Uplawmoor and Newton",East Renfrewshire,G78 3AB,01295-844061,charlie@isita.co.uk
